,trial_num,trial_start_time,rt,correct,prompt,answer,response
0,1,18340.05790000083,2636.0502999741584,True,wakati,alarm,alarm
1,2,23846.2924999767,1497.7588999900036,True,pombe,beer,beer
2,3,28070.257499988656,7980.794199975207,False,roho,soul,sleep
3,4,38724.74869998405,1331.2241000239737,True,kuku,chicken,chicken
4,5,42936.962399980985,2017.166699981317,False,chanjo,scissors,church
5,6,47900.562900002114,1219.4909999961965,False,maslahi,interest,church
6,7,52034.12019996904,3757.827699999325,True,kanisa,church,church
7,8,58663.764099997934,6256.17249996867,True,bustani,garden,garden
8,9,67797.97039995901,962.0260000228882,True,basi,bus,bus
9,10,71118.83329995908,2514.3882000120357,True,maumiva,pain,pain
10,11,76464.19480000623,1775.7803999702446,True,bibi,grandmother,grandmother
11,12,81736.68779997388,4455.277800036129,True,chapati,bread,bread
12,13,89009.62889997754,6278.33980001742,True,lango,door,door
13,14,97802.97620000783,3092.9842999903485,False,kioo,mirror,knife
14,15,103500.29769999674,3611.8328999727964,False,maziwa,milk,interest
15,16,110160.95859999768,9951.154100010172,False,tumbili,monkey,tomb
16,17,122548.68439998245,4723.214300000109,True,wimbo,song,song
17,18,129912.08819998428,1504.0510999970138,True,kisu,knife,knife
18,19,133985.02249998273,9380.613400018774,False,rangi,color,dream
19,20,145911.9517999934,13935.919899959117,False,jiwe,stone,
20,21,161785.01619998133,17.517899977974594,False,samaki,fish,
21,22,163736.55879998114,10007.28010002058,False,kijana,boy,food
22,23,176439.13989997236,17.28590001584962,False,saduku,box,
23,24,178390.5959999538,inf,True,chakula,food,food
